Q3	Q203872
Q3	Q1322005
Q82	Q3395171
Q89	Q41274
Q89	Q145150
Q123	Q18602249
Q125	Q18602249
Q136	Q208440
Q146	Q622852
Q147	Q146
Q188	Q52040
Q194	Q179792
Q195	Q2095
Q195	Q5200157
Q195	Q1365365
Q195	Q27642822
Q263	Q15633582
Q263	Q14827288
Q281	Q154
Q281	Q56139
Q284	Q154
Q305	Q186361
Q349	Q1914636
Q349	Q747883
Q395	Q816264
Q395	Q475023
Q401	Q29517555
Q401	Q3953107
Q450	Q7184903
Q454	Q3505845
Q454	Q19829125
Q589	Q6999
Q616	Q1016093
Q616	Q630531
Q638	Q735
Q638	Q173799
Q638	Q11461
Q661	Q2245442
Q661	Q2551094
Q716	Q19588
Q716	Q239825
Q716	Q189302
Q735	Q3249551
Q735	Q1914636
Q735	Q2018526
Q735	Q170658
Q735	Q184872
Q743	Q239813
Q743	Q193280
Q744	Q239825
Q744	Q205253
Q744	Q186752
Q751	Q239813
Q751	Q202224
Q751	Q223995
Q787	Q622852
Q867	Q239825
Q867	Q106693
Q867	Q19596
Q876	Q239825
Q876	Q104567
Q876	Q19753345
Q1038	Q19588
Q1038	Q189302
Q1038	Q244982
Q1063	Q2996394
Q1063	Q5418608
Q1063	Q3455898
Q1072	Q24060765
Q1099	Q106675
Q1099	Q19596
Q1099	Q244982
Q1105	Q244979
Q1105	Q19577
Q1107	Q202866
Q1108	Q19557
Q1108	Q239813
Q1108	Q10801007
Q1111	Q73792
Q1121	Q244979
Q1121	Q19577
Q1133	Q239813
Q1133	Q19609
Q1215	Q153946
Q1232	Q244979
Q1232	Q193276
Q1234	Q244979
Q1234	Q193280
Q1272	Q244979
Q1272	Q185870
Q1293	Q131436
Q1293	Q1188693
Q1293	Q573573
Q1307	Q428778
Q1307	Q244979
Q1307	Q755992
Q1307	Q19609
Q1388	Q19569
Q1388	Q239813
Q1396	Q19569
Q1396	Q239813
Q1444	Q52954
Q1455	Q1622659
Q1455	Q877517
Q1466	Q428818
Q1466	Q428874
Q1466	Q1299291
Q1487	Q215627
Q1713	Q121769
Q1849	Q19569
Q1849	Q239813
Q1853	Q19569
Q1853	Q239813
Q1857	Q239813
Q1857	Q19569
Q1872	Q244979
Q1872	Q19577
Q2199	Q1022867
Q2199	Q400144
Q2493	Q6661985
Q2736	Q1081491
Q2845	Q1902558
Q2845	Q3706669
Q2879	Q10864048
Q2879	Q3750285
Q2879	Q1048835
Q3060	Q179792
Q3198	Q105580
Q3568	Q44946
Q3721	Q4430243
Q3863	Q1022867
Q3863	Q193275
Q3918	Q38723
Q3918	Q4671277
Q3962	Q16338
Q3962	Q5082128
Q4006	Q340169
Q4006	Q1166770
Q4130	Q193139
Q4169	Q11475
Q4169	Q19829125
Q4169	Q4235019
Q4184	Q36279
Q4321	Q173350
Q4334	Q1972624
Q4360	Q4202
Q4439	Q193395
Q4439	Q3966
Q4439	Q66221
Q4508	Q781132
Q4595	Q178843
Q4627	Q33010
Q4741	Q1403377
Q5098	Q1434505
Q5098	Q10864048
Q5098	Q1048835
Q5098	Q34876
Q5275	Q376
Q5297	Q1466064
Q5310	Q37045
Q5318	Q1546066
Q5369	Q877517
Q5369	Q216048
Q5375	Q216048
Q5389	Q167170
Q5389	Q44637051
Q5414	Q144
Q5641	Q3491904
Q5641	Q3565868
Q5641	Q178512
Q5871	Q244393
Q5871	Q368442
Q5873	Q2148678
Q5873	Q608
Q5873	Q3775883
Q6010	Q1322198
Q6010	Q735
Q6010	Q35140
Q6099	Q2095
Q6099	Q10990
Q6099	Q1427844
Q6128	Q7802
Q6423	Q210932
Q6437	Q210932
Q6437	Q15062149
Q6458	Q1059564
Q6493	Q746549
Q6493	Q28100368
Q6495	Q6671777
Q6584	Q40050
Q6584	Q45818982
Q6591	Q13266
Q6591	Q2095
Q6599	Q6635
Q6649	Q6636
Q6649	Q17884
Q6663	Q28803
Q6663	Q746549
Q6834	Q500834
Q6834	Q13406554
Q6848	Q1375427
Q6848	Q500834
Q6848	Q15275719
Q6915	Q26713767
Q7026	Q599958
Q7162	Q420
Q7174	Q7188
Q7254	Q144
Q7257	Q48324
Q7257	Q3533467
Q7269	Q22676587
Q7270	Q1307214
Q7270	Q7174
Q7303	Q146
Q7365	Q1458306
Q7365	Q24060765
Q7365	Q27062223
Q7533	Q1470762
Q7553	Q11398090
Q7553	Q451967
Q7560	Q7566
Q7560	Q467
Q7566	Q25098571
Q7718	Q216613
Q7727	Q186081
Q7790	Q7787
Q7794	Q7787
Q7854	Q2705092
Q7863	Q2024731
Q7873	Q1058795
Q7873	Q25615
Q7873	Q11435
Q7892	Q283
Q7918	Q146665
Q7922	Q944537
Q7937	Q1293220
Q7960	Q146
Q7970	Q146
Q7986	Q146
Q7993	Q2705092
Q8008	Q7991
Q8028	Q6949149
Q8028	Q1786347
Q8076	Q15654425
Q8076	Q241317
Q8082	Q2705092
Q8094	Q483247
Q8094	Q38181772
Q8102	Q3329375
Q8102	Q207101
Q8161	Q748289
Q8236	Q8434
Q8341	Q373342
Q8377	Q42889517
Q8386	Q79529
Q8445	Q223642
Q8458	Q1120708
Q8463	Q3505845
Q8500	Q13219666
Q8869	Q17326725
Q8896	Q11204
Q8896	Q637846
Q9117	Q878123
Q9129	Q2042538
Q9134	Q36192
Q9134	Q34394
Q9134	Q49447
Q9142	Q56433
Q9176	Q11263525
Q9176	Q701013
Q9232	Q9174
Q9350	Q219067
Q9350	Q6864036
Q9350	Q376022
Q9382	Q24060765
Q9382	Q181100
Q9404	Q188193
Q9406	Q239872
Q9406	Q6949149
Q9444	Q4421
Q9453	Q190539
Q9530	Q2996394
Q9562	Q847109
Q9604	Q16783212
Q9604	Q13147
Q9609	Q988343
Q9620	Q203850
Q9635	Q24060765
Q9644	Q4936952
Q9655	Q988343
Q9730	Q1583807
Q9734	Q207628
Q10145	Q13580385
Q10196	Q35735
Q10283	Q15726071
Q10676	Q8076
Q10693	Q496946
Q10832	Q10816
Q10832	Q168658
Q10876	Q39833
Q10884	Q157957
Q10884	Q757163
Q10926	Q377910
Q10948	Q1079023
Q10962	Q5378
Q11012	Q11019
Q11085	Q16963368
Q11089	Q8795
Q11106	Q191768
Q11106	Q951964
Q11158	Q11173
Q11158	Q898753
Q11159	Q178359
Q11161	Q3494357
Q11161	Q18679117
Q11176	Q5961257
Q11176	Q2537
Q11193	Q11173
Q11193	Q898753
Q11281	Q257931
Q11287	Q7397
Q11287	Q17537576
Q11365	Q11366
Q11367	Q174211
Q11391	Q11386
Q11399	Q373342
Q11408	Q185674
Q11410	Q173799
Q11410	Q17538258
Q11420	Q7128792
Q11420	Q11417
Q11420	Q212434
Q11453	Q10843872
Q11453	Q7590
Q11460	Q9053464
Q11460	Q386724
Q11460	Q2424752
Q11466	Q181175
Q11466	Q3387041
Q11468	Q11016
Q11473	Q413
Q11538	Q1156402
Q11547	Q945733
Q11661	Q7406919
Q11661	Q11016
Q11704	Q127
Q11704	Q476204
Q11790	Q2065736
Q11982	Q2996394
Q11990	Q2996394
Q12107	Q156877
Q12107	Q2612853
Q12115	Q523
Q12197	Q2920963
Q12197	Q746549
Q12198	Q18123741
Q12200	Q44541
Q12200	Q746549
Q12206	Q18556224
Q12214	Q1928978
Q12271	Q11504411
Q12453	Q791801
Q12491	Q13276
Q12491	Q2095
Q12522	Q6497460
Q12524	Q987652
Q12599	Q35666
Q12623	Q79782
Q12635	Q36633
Q12639	Q34379
Q12651	Q36633
Q12654	Q36633
Q12663	Q36633
Q12721	Q2143661
Q12721	Q1065579
Q12797	Q57831
Q12821	Q1427844
Q12876	Q130368
Q12979	Q282
Q13082	Q238323
Q13082	Q17853087
Q13112	Q3777856
Q13147	Q265868
Q13147	Q28659665
Q13195	Q3314483
Q13195	Q1429336
Q13198	Q33260
Q13214	Q33669
Q13216	Q34171
Q13220	Q7850
Q13226	Q51739
Q13228	Q185217
Q13228	Q26845451
Q13248	Q25442
Q13266	Q5200157
Q13266	Q27238206
Q13266	Q746549
Q13270	Q13266
Q13270	Q2095
Q13293	Q56463
Q13301	Q2736449
Q13302	Q866153
Q13314	Q866153
Q13314	Q746549
Q13345	Q33838
Q13356	Q5049123
Q13361	Q1981908
Q13363	Q2153999
Q13368	Q27758
Q13631	Q3565868
Q13688	Q3782059
Q13693	Q1426151
Q13741	Q166142
Q13741	Q1077784
Q13741	Q5266741
Q13741	Q522972
Q13824	Q11465
Q13955	Q164667
Q13955	Q34049
Q13964	Q811979
Q13964	Q21012159
Q14076	Q122224
Q14083	Q8142
Q14088	Q17315191
Q14088	Q1412505
Q14138	Q2239243
Q14211	Q14212
Q14211	Q1544356
Q14214	Q83307
Q14214	Q736559
Q14284	Q40348
Q14296	Q32635
Q14373	Q36963
Q14420	Q768855
Q14656	Q9135
Q14660	Q17335294
Q14673	Q17353908
Q14673	Q947280
Q14674	Q26972858
Q14674	Q3300034
Q14674	Q121916
Q14714	Q160034
Q14714	Q11009
Q14746	Q223655
Q14913	Q1521410
Q14941	Q834028
Q15003	Q12511
Q15003	Q770135
Q15003	Q4368509
Q15004	Q212920
Q15065	Q9237
Q15080	Q19793980
Q15087	Q500394
Q15105	Q938236
Q15254	Q14970
Q15262	Q25653
Q15272	Q14928
Q15272	Q15276
Q15276	Q105999
Q15277	Q422960
Q15292	Q1190554
Q15318	Q11466
Q15330	Q741490
Q15680	Q3947
Q15781	Q815423
Q15783	Q41321608
Q15783	Q768186
Q15808	Q39546
Q15808	Q357003
Q16342	Q1397073
Q16346	Q688498
Q16346	Q36492077
Q16353	Q27555030
Q16355	Q2576226
Q16362	Q3402655
Q16463	Q159334
Q16485	Q11835644
Q16800	Q625151
Q17159	Q279440
Q17221	Q11997597
Q17240	Q11821162
Q17240	Q752870
Q17240	Q181388
Q17241	Q42889
Q17292	Q1183543
Q17295	Q848569
Q17295	Q190056
Q17295	Q382698
Q17471	Q17422
Q17486	Q17422
Q17514	Q6160
Q17514	Q17516
Q17514	Q386724
Q17888	Q4042967
Q17936	Q3406405
Q17945	Q294440
Q17949	Q108163
Q18000	Q80994
Q18000	Q26046092
Q18127	Q167270
Q18127	Q1917775
Q18127	Q32178211
Q18204	Q16334295
Q18281	Q1817291
Q18530	Q1190554
Q18530	Q7632586
Q18530	Q1121708
Q18530	Q1789452
Q18531	Q4567
Q18531	Q1190554
Q18568	Q2996394
Q18657	Q2627467
Q18830	Q190100
Q19097	Q16334295
Q19097	Q2742167
Q19097	Q13414953
Q19381	Q260838
Q19381	Q18491139
Q19408	Q38035
Q19529	Q25276
Q19705	Q922203
Q19705	Q146491
Q19756	Q101998
Q19767	Q25294
Q19779	Q184393
Q19779	Q1366029
Q19799	Q15126142
Q19808	Q369594
Q19842	Q15706911
Q19913	Q14637321
Q20010	Q178
Q20019	Q178
Q20019	Q2095
Q20032	Q178
Q20047	Q178
Q20063	Q16266745
Q20063	Q1280741
Q20063	Q178
Q20063	Q18679117
Q20064	Q14637321
Q20065	Q192874
Q20460	Q838948
Q20460	Q179700
Q20460	Q392371
Q20474	Q1165777
Q20609	Q20738
Q20614	Q20738
Q20657	Q36963
Q20748	Q2213488
Q20748	Q19359994
Q20748	Q2223649
Q20748	Q3088299
Q20793	Q146
Q20826	Q20738
Q21117	Q27970
Q21198	Q816264
Q21198	Q12015335
Q21198	Q627436
Q21884	Q15061650
Q22247	Q6999
Q22247	Q483247
Q22633	Q475027
Q22645	Q17517
Q22645	Q1067263
Q22645	Q5082128
Q22649	Q169207
Q22676	Q161928
Q22676	Q193988
Q22696	Q543
Q22732	Q1135789
Q22763	Q159535
Q22857	Q968907
Q22857	Q1914636
Q22947	Q5
Q22978	Q22949
Q22980	Q13360264
Q22980	Q2095
Q23237	Q253140
Q23237	Q282
Q23364	Q9418
Q23374	Q18560070
Q23413	Q57821
Q23413	Q7743
Q23445	Q40890790
Q23445	Q11567360
Q23499	Q32904820
Q23502	Q80228
Q23660	Q80228
Q23691	Q484692
Q23691	Q1128637
Q23691	Q7148059
Q23719	Q390383
Q23739	Q1366112
Q23739	Q191489
Q23834	Q39546
Q23841	Q17200001
Q23882	Q473708
Q24182	Q16936947
Q24182	Q50398146
Q24267	Q12916
Q24319	Q836976
Q24547	Q19842071
Q24723	Q699
Q24723	Q7679101
Q25276	Q108149
Q25283	Q40218
Q25288	Q11402
Q25294	Q2578402
Q25294	Q339828
Q25294	Q30058680
Q25294	Q4443016
Q25294	Q39546
Q25295	Q949344
Q25295	Q17376908
Q25306	Q81875
Q25355	Q27796
Q25379	Q25372
Q25381	Q15727343
Q25381	Q83437
Q25417	Q1189842
Q25434	Q886167
Q25434	Q42527
Q25434	Q911922
Q25434	Q753009
Q25442	Q145852
Q25448	Q25268
Q25669	Q2478386
Q25866	Q25931691
Q25956	Q40218
Q26001	Q1344963
Q26102	Q15253558
Q26225	Q782885
Q26225	Q1261534
Q26225	Q18491139
Q26225	Q127771
Q26240	Q932268
Q26365	Q14083
Q26473	Q724473
Q26540	Q40218
Q26540	Q1297322
Q26746	Q1860
Q27137	Q25342
Q27165	Q39552
Q27175	Q25325
Q27209	Q493064
Q27291	Q7889
Q27410	Q213156
Q27443	Q16334295
Q27475	Q26986
Q27534	Q1183543
Q27614	Q339180
Q27712	Q9268
Q27752	Q1143546
Q27785	Q20738
Q27796	Q25946
Q27811	Q33248
Q27898	Q19860
Q27939	Q685884
Q27939	Q1914636
Q27992	Q27970
Q28055	Q18536143
Q28065	Q1328688
Q28065	Q23404
Q28108	Q1639378
Q28192	Q28224
Q28224	Q25325
Q28232	Q25276
Q28332	Q36784
Q28332	Q203396
Q28337	Q271669
Q28354	Q165052
Q28389	Q36180
Q28508	Q26986
Q28564	Q7075
Q28564	Q161837
Q28568	Q20738
Q28598	Q23404
Q28638	Q1132460
Q28640	Q12737077
Q28654	Q179294
Q28656	Q3058834
Q28742	Q79529
Q28742	Q192639
Q28749	Q8054
Q28749	Q28350
Q28751	Q170409
Q28784	Q764285
Q28837	Q3332438
Q28995	Q192105
Q29022	Q144
Q29114	Q144
Q29212	Q144
Q29251	Q1188543
Q29285	Q146
Q29326	Q13276
Q29347	Q180937
Q29477	Q3356613
Q29477	Q30186
Q29483	Q31207
Q29536	Q9174
Q29558	Q30461
Q29558	Q48352
Q29589	Q1083936
Q29623	Q649107
Q29709	Q204390
Q29710	Q2761147
Q29744	Q11214
Q29758	Q17297961
Q29930	Q6740431
Q29960	Q34230
Q30005	Q668284
Q30005	Q33430
Q30006	Q11376
Q30103	Q874405
Q30134	Q26721
Q30186	Q13276
Q30267	Q2465506
Q30515	Q187931
Q30515	Q42470
Q30584	Q898362
Q30898	Q420591
Q31235	Q11424
Q31345	Q13357858
Q31485	Q8445
Q31566	Q271669
Q31629	Q16889133
Q31687	Q17172850
Q31728	Q4683409
Q31728	Q1544281
Q31918	Q1344
Q32087	Q32061
Q32089	Q24153252
Q32112	Q7128792
Q32172	Q836517
Q32385	Q25276
Q32418	Q79529
Q32528	Q11173
Q32528	Q212364
Q32890	Q746549
Q32904	Q6450587
Q32940	Q20162172
Q32947	Q33750
Q32956	Q33535
Q32972	Q2657541
Q32983	Q33750
Q33052	Q33146
Q33060	Q2153678
Q33090	Q51739
Q33158	Q4126648
Q33175	Q236425
Q33192	Q902978
Q33199	Q20162172
Q33231	Q3391743
Q33251	Q23526
Q33251	Q35499
Q33257	Q33838
Q33265	Q2153678
Q33269	Q56312
Q33273	Q33146
Q33284	Q35455
Q33291	Q668284
Q33302	Q34228
Q33322	Q20162172
Q33348	Q1422731
Q33370	Q2997506
Q33392	Q721612
Q33395	Q31989
Q33399	Q161101
Q33416	Q161101
Q33417	Q34171
Q33426	Q2560578
Q33467	Q11155829
Q33471	Q33311
Q33479	Q33311
Q33484	Q35118
Q33509	Q24441
Q33521	Q395
Q33525	Q18553402
Q33538	Q28602
Q33559	Q33328
Q33563	Q906929
Q33565	Q3947
Q33577	Q33514
Q33578	Q1429100
Q33583	Q3217514
Q33584	Q3073734
Q33597	Q33146
Q33604	Q33882
Q33614	Q20162172
Q33626	Q163629
Q33643	Q2778190
Q33648	Q33742
Q33650	Q34230
Q33656	Q56463
Q33665	Q33502
Q33678	Q33681
Q33691	Q1427844
Q33726	Q33577
Q33733	Q390576
Q33740	Q33527
Q33743	Q3528019
Q33779	Q1792622
Q33779	Q31989
Q33779	Q14507109
Q33800	Q3123295
Q33825	Q51739
Q33837	Q205895
Q33837	Q16887380
Q33850	Q37351
Q33861	Q1318941
Q33861	Q13406554
Q33871	Q37845
Q33873	Q391015
Q33881	Q1318941
Q33909	Q20162172
Q33926	Q2657541
Q33956	Q34770
Q33957	Q35417768
Q33969	Q390576
Q33973	Q3117884
Q34004	Q2904660
Q34005	Q34113
Q34014	Q961559
Q34032	Q2912397
Q34035	Q33577
Q34039	Q2478413
Q34069	Q7325
Q34075	Q33077
Q34079	Q2144370
Q34095	Q518350
Q34098	Q33146
Q34108	Q35390
Q34137	Q2038386
Q34138	Q33146
Q34152	Q3123021
Q34152	Q25448
Q34163	Q27639
Q34168	Q39546
Q34172	Q185217
Q34172	Q26869352
Q34172	Q26882158
Q34178	Q944537
Q34187	Q11862829
Q34197	Q3039108
Q34200	Q9129
Q34200	Q615948
Q34202	Q3565286
Q34215	Q14656
Q34288	Q2878957
Q34290	Q7850
Q34290	Q33857
Q34327	Q12643962
Q34396	Q12370
Q34396	Q334637
Q34467	Q234870
Q34515	Q516739
Q34516	Q2626870
Q34583	Q17781690
Q34630	Q1402830
Q34679	Q1155083
Q34679	Q1388725
Q34679	Q206615
Q34679	Q82480
Q34679	Q2259909
Q34715	Q13360264
Q34715	Q2095
Q34733	Q668284
Q34735	Q1780422
Q34767	Q33430
Q34806	Q33146
Q34808	Q7568236
Q34831	Q1658486
Q34837	Q33430
Q34837	Q33535
Q34841	Q668284
Q34867	Q33146
Q34875	Q16113755
Q34876	Q56061
Q34880	Q33838
Q34893	Q12627595
Q34911	Q1157178
Q34934	Q56569
Q34942	Q3099986
Q34953	Q33146
Q34961	Q1157178
Q34968	Q5330160
Q34971	Q36010
Q34976	Q33146
Q34988	Q34090
Q35013	Q4894642
Q35019	Q1708174
Q35021	Q33681
Q35022	Q33260
Q35026	Q12634388
Q35035	Q668284
Q35046	Q3183152
Q35056	Q477248
Q35056	Q13266
Q35058	Q33838
Q35063	Q33146
Q35071	Q3450590
Q35095	Q3217535
Q35115	Q7271655
Q35133	Q5329170
Q35133	Q25325
Q35145	Q36806
Q35186	Q33536
Q35187	Q2005898
Q35229	Q1207648
Q35241	Q56463
Q35250	Q33838
Q35259	Q752377
Q35303	Q6799561
Q35313	Q4688313
Q35338	Q3408878
Q35353	Q12630923
Q35373	Q494600
Q35377	Q2743643
Q35377	Q33838
Q35426	Q1157178
Q35466	Q13201
Q35473	Q811979
Q35473	Q391414
Q35481	Q4143043
Q35501	Q149946
Q35501	Q33136
Q35509	Q271669
Q35509	Q35145263
Q35509	Q863404
Q35536	Q7271655
Q35549	Q49228
Q35567	Q806005
Q35570	Q1658486
Q35588	Q8047027
Q35603	Q149946
Q35634	Q5316788
Q35653	Q33838
Q35670	Q33705
Q35673	Q12633904
Q35682	Q3062735
Q35700	Q2251547
Q35704	Q1708174
Q35759	Q188
Q35761	Q25448
Q35762	Q25448
Q35766	Q4119872
Q35772	Q33681
Q35780	Q37035
Q35785	Q653415
Q35785	Q14507109
Q35806	Q33146
Q35807	Q33536
Q35828	Q1270220
Q35830	Q169872
Q35845	Q19814
Q35857	Q149946
Q35889	Q11345
Q35913	Q1157178
Q35924	Q33146
Q35947	Q4090000
Q35963	Q14507109
Q36009	Q1708174
Q36011	Q31147471
Q36019	Q806005
Q36029	Q16738862
Q36032	Q32906
Q36035	Q33146
Q36098	Q33838
Q36104	Q19860
Q36108	Q8091
Q36109	Q33577
Q36128	Q6826794
Q36161	Q217594
Q36161	Q17008256
Q36161	Q5469988
Q36163	Q36368
Q36178	Q25268
Q36186	Q33838
Q36186	Q33681
Q36209	Q4370412
Q36213	Q1363818
Q36223	Q33136
Q36236	Q33311
Q36237	Q3133518
Q36239	Q2805523
Q36249	Q56466
Q36267	Q12627595
Q36279	Q7725634
Q36279	Q15706467
Q36331	Q1468128
Q36334	Q33146
Q36355	Q1270220
Q36410	Q33535
Q36417	Q390979
Q36418	Q813549
Q36447	Q49228
Q36453	Q20669419
Q36455	Q56504
Q36463	Q34113
Q36484	Q8171
Q36486	Q3114989
Q36503	Q1517194
Q36507	Q816829
Q36507	Q186081
Q36511	Q2701282
Q36525	Q12643302
Q36540	Q56466
Q36554	Q31989
Q36554	Q1346342
Q36555	Q5218
Q36564	Q17125045
Q36601	Q4213541
Q36613	Q12179317
Q36621	Q33146
Q36633	Q7833728
Q36643	Q33536
Q36656	Q56463
Q36669	Q16880239
Q36670	Q161101
Q36710	Q17302682
Q36730	Q494600
Q36745	Q38937
Q36751	Q19860
Q36784	Q583865
Q36784	Q10864048
Q36784	Q192498
Q36837	Q390979
Q36855	Q2840
Q36863	Q49228
Q36875	Q2701282
Q36876	Q2736449
Q36887	Q668284
Q36931	Q33852
Q36933	Q428653
Q36933	Q47088730
Q36943	Q25268
Q36943	Q33860
Q36956	Q18553247
Q36956	Q18975166
Q36964	Q1468128
Q37019	Q144713
Q37023	Q215566
Q37029	Q19860
Q37055	Q190558
Q37073	Q373342
Q37116	Q177456
Q37116	Q47482380
Q37187	Q211709
Q37425	Q2741512
Q37425	Q9644
Q37469	Q144
Q37484	Q7725634
Q37484	Q19310814
Q37484	Q1097273
Q37525	Q1077067
Q37547	Q333
Q37547	Q413
Q37640	Q11471
Q37739	Q188063
Q37768	Q193395
Q37815	Q37624
Q37930	Q1444571
Q37930	Q15964794
Q37930	Q286583
Q37930	Q2342494
Q37930	Q352618
Q37930	Q386724
Q37986	Q144
Q38108	Q779272
Q38133	Q20650761
Q38133	Q617792
Q38192	Q144
Q38344	Q101965
Q38404	Q1436063
Q38496	Q144
Q38720	Q44494
Q38720	Q11019
Q38726	Q144
Q38774	Q144
Q38782	Q39398
Q38803	Q39367
Q38829	Q16889133
Q38829	Q502895
Q38877	Q39398
Q38890	Q34049
Q38914	Q144
Q38933	Q1441305
Q38933	Q16679262
Q38950	Q144
Q39094	Q49858617
Q39235	Q12210238
Q39253	Q38672
Q39338	Q1075
Q39367	Q38829
Q39401	Q38774
Q39425	Q7493941
Q39425	Q13226383
Q39453	Q1806324
Q39458	Q17113057
Q39470	Q1049158
Q39615	Q41710
Q39642	Q367911
Q39646	Q61002
Q39663	Q17565949
Q39665	Q34486
Q39680	Q8134
Q39715	Q21550989
Q39715	Q3565782
Q39715	Q1146001
Q39715	Q7321258
Q39715	Q41176
Q39782	Q518350
Q39809	Q451967
Q39879	Q80091
Q39925	Q18536137
Q39927	Q41426
Q39994	Q44416
Q40021	Q580486
Q40024	Q4220917
Q40178	Q58734
Q40178	Q7925
Q40178	Q183129
Q40301	Q18554878
Q40301	Q7136145
Q40301	Q33525
Q40301	Q7136148
Q40477	Q475027
Q40498	Q635162
Q40590	Q899137
Q40609	Q14506045
Q40609	Q15401756
Q40614	Q223557
Q40843	Q80071
Q40843	Q207961
Q40978	Q34493
Q41000	Q7700500
Q41084	Q2813
Q41207	Q18536132
Q41207	Q18593264
Q41207	Q386724
Q41207	Q2342494
Q41207	Q693464
Q41217	Q413
Q41253	Q294422
Q41253	Q17350442
Q41301	Q40397
Q41323	Q1546270
Q41352	Q184943
Q41354	Q2596997
Q41521	Q1656682
Q41521	Q7311342
