curatorial department	department within a museum.
borough	district of Central London, England.
administrative subdivision of Wales	subdivisions of Wales in the UK.
grammatical mood	grammatical feature of verbs, used for signaling modality.
digital currency	Internet based non-physical currency.
LAU 2	second level local administrative unit.
job title	scientific article.
organ system	group of organs that work together to verga perform one or more functions; collection of organs joined in structural unit to serve a common function.
total institution	form of enclosed place of work and residence.
logical volume management	
unit of concentration	
intra-city territory of a federal city	
political system	organisational model of government.
district of Austria	Administrative subdivision of Austria.
mythical animal	class of creature in mythology.
polynomial root	value of the argument of a polynomial at which the polynomial evaluates to zero.
regime change	replacement of one political regime (system) with another.
enzyme inhibitor	molecule that binds to an enzyme and decreases its activity.
administrative territorial entity of Yemen	types of bureaucratic divisions in Yemen.
municipality of New Jersey	subdivision of the US state of New Jersey.
charitable organization	non-profit organization with a charitable purpose.
language regulator	body that regulates a standard language.
biological system	complex network of biologically relevant entities on the macro to the nanoscopic scale.
stabbing	penetration with a sharp or pointed object at close range.
format	type of constraint for Wikidata properties: used to specify that the value for this property has to correspond to a given pattern.
hieroglyph	pictographic sign.
rail transport	conveyance of passengers and goods by way of wheeled vehicles running on rail tracks.
Roman building	building created by the Romans.
work accident	occurrence during work that leads to physical or mental harm.
transmitter	radio signal emitting machine.
research institute	organization that performs research and advocacy.
gas	transparent, petroleum-derived liquid that is used primarily as a fuel.
company	legal entity representing an association of people, whether natural, legal or a mixture of both, with a specific objective.
abandoned project	project that eventually was not realized.
free content	creative work with few or no restrictions on how it may be used.
political position	a person or organization's view on a particular political subject.
phylum	taxonomic rank.
Wikimedia duplicated page	this item duplicates another item, it can be merged once the necessary merges are done in other Wikimedia projects.
FIFA World Cup team	List of men's national football teams that have participated in the FIFA World Cup.
like a city	type of populated places in Korea, Japan, the USA, China, North Korea and France.
4-dimensional figure	
passenger ship	Watercraft intended to carry people onboard.
legislative act	formal written document that creates law, including acts, executive orders, and by-laws.
Atlantic hurricane	tropical cyclone that forms in the North Atlantic Ocean.
armored unit	military formation built around elements of the armored branch.
written news media	means of broadcasting written information.
juridical person	legal entity which is different from a natural person.
neutron star	Collapsed core of a massive star.
muscle structure	scientific article published on 01 June 1982.
GLAM	historic county in Wales.
aviation accident	aviation occurrence involving serious injury, death, or destruction of aircraft.
association football match	contest between two teams playing the sport of association football.
administrative territorial entity of Slovakia	
road map	map that primarily displays roads and transport links rather than natural geographical information.
civilization	complex society of a state or in general terms a global manifestation.
fairy tale	fictional story typically featuring folkloric fantasy characters and magic.
MediaWiki main-namespace page	
organizational subdivision	entity.
sporadic group	In mathematics, one of the 26 exceptional finite simple groups.
sports governing body	sports organization that has a regulatory or sanctioning function.
educational assessment	systematic process of documenting and using empirical data on the knowledge, skill, attitudes, and beliefs to refine programs and improve student learning.
shooting	act or process of firing firearms or other projectile weapons.
parliamentary library	library to support parliamentary work.
fictional hybrid	hybrid appearing in a work of fiction.
deficiency	state of not existing.
monument	type of structure either explicitly created to commemorate a person or important event, or used for that purpose.
series	taxonomic rank.
trial	coming together of parties to a dispute, to present information in a tribunal.
elections in the autonomous communities of Spain	
violation of law	act (or omission) that fails to abide by existing law.
Norse religious concept	class of concepts that are part of Norse religion.
family name	part of a naming scheme for individuals, used in many cultures worldwide.
aspect	grammatical category that expresses how an action, event or state, denoted by a verb, relates to the flow of time: perfective, progressive, prospective, habitual, etc..
charter city of the United States	form of legal municipal structure.
periodic function	function that repeats its values in regular intervals or periods.
fixed-wing aircraft	heavier-than-air aircraft with fixed wings generating aerodynamic lift in the airflow caused by forward airspeed.
vortex	Congolese-born French rapper.
radio communication station	facility or site for personnel and equipment where radio signals are transmitted and/or received.
fictional Caniformia	Caniformia only appearing in works of fiction.
animated series	TV genre; set of regularly presented animated television programs.
kingdom	taxonomic rank.
central government	national union government of India.
lect	commune in Jura, France.
derivative work	work created from major part of an original artwork.
lenticular galaxy	type of galaxy.
unsaturated compound	chemical compound with at least one multiple bond.
liberty	ability of individuals to have agency.
tourism office	physical location that provides tourist information on the place or attraction where it is located.
professional certification	designation earned by a person to assure qualification to perform a job or task.
flammable solid	solid that may ignite in the presence of a source of ignition.
phonetic writing system	writing system that represents sounds.
engineer unit	military unit type classification.
green space	green area planned in an urban location.
aspect in a geographic region	type of aspect.
International Relations	studies about relationships between two or more states.
administrative territorial entity of France	class grouping all types of territorial divisions of France (administrative or electoral).
fixed-order metaclass	metaclass of order strictly higher than 4.
philosophy	intellectual and/or logical study of general and fundamental problems.
United States currency	any banknote or coinage issued by the United States, denominated in U.S. dollars.
quality	characteristic trait that differentiates an entity.
auto racing team	sports team participating in a vehicle racing competition.
agent	individual and identifiable entity capable of performing actions.
sports equipment	object used for sport or exercise.
conformance mark	indicates the existence of an accepted product standard or regulation and a claim that the manufacturer has verified compliance with those standards or regulations.
halogenated hydrocarbon	compound formally derived from a hydrocarbon by replacing at least one hydrogen atom with a halogen atom.
war	organised and prolonged violent conflict between states.
binary system	system of two astronomical bodies which are close enough that their gravitational attraction causes them to orbit each other around a barycenter.
scientific method	mathematical and experimental techniques employed in the natural sciences; more specifically, techniques used in the construction and testing of scientific hypotheses.
purpose-designed aircraft	aircraft designed for a particular role or defined set of roles.
textile	material produced by twining, weaving, felting, knotting, or otherwise processing natural or synthetic fibers.
conclusion	the proposition arrived at by logical reasoning.
duration	length of time of an event or process; quality of an event or process with beginning and end.
annual event	recurring event taking place once a year.
reference work	book or serial publication to which one can refer for confirmed facts.
specification	explicit implementation of requirements to be satisfied by a material, design, product, or service.
airport	location where aircraft take off and land with extended support facilities for aircraft operation.
municipality of Switzerland	smallest government division in Switzerland.
Wikimedia page outside the main knowledge tree	instance of this page should only describe a Wikimedia page, not the outside world concept described in the page.
société limité	
Wikidata-specific criterion	used with P1013.
time standard	specification for measuring time.
carbohydrate derivative	any chemical compound derived from a carbohydrate by replacement of at least one hydroxy group by other functional group, also derivatives of these compounds.
private limited liability company	type of company used in many jurisdictions.
Web API	HTTP based API used in web development.
capability	ability; competence to do a certain kind of work at a certain level.
heritage	property, custom, object inherited from previous generations and of importance for future generations.
proposed entity	entity which does not exist, but whose creation has been proposed.
extrasolar object	object that exists outside the Solar System.
urban sector	city / urban unit or block which engages in the same type of activity or activities.
group of manifestations	
hegemony	form of government in which a leader state rules over a number of subordinate states.
sign	objective indication of a medical fact or characteristic of a disease, injury, or abnormal physiological state that may be detected during the physical examination of a patient.
monarchy	system of government where the head of state position is inherited within family.
scientific hypothesis	idea that proposes a tentative explanation about a phenomenon or a narrow set of phenomena observed in the natural world (primary features of a scientific hypothesis: falsifiability, testability).
encoder	encoder in digital electronics, a one-hot to binary converter.
digital media	any media that are encoded in machine-readable formats.
perception	organization, identification, and interpretation of sensory information in order to represent and understand the environment.
physical phenomenon	phenomenon of the material world.
type of business entity	legal form of business entity.
cell	the basic structural and functional unit of all organisms.
coupé	four-wheeled closed carriage with two doors, a bench for two persons, primarily for transport of persons..
arsenic compounds	any chemical compound having at least one arsenic atom.
political organisation	group involved in political activities.
money	object or record accepted as payment.
region of France	France top-level territorial subdivision.
administrative territorial entity of Catalonia	
self-proclaimed	legal title that is recognized by the declaring person but not necessarily by any recognized legal authority.
software library	collection of non-volatile resources used by computer programs, often to develop software; software component that can be reused by other software for a specific purpose.
religious denomination	identifiable religious subgroup with a common structure and doctrine.
line construction	construction where one dimension is considerable longer than the other dimensions.
administrative territorial entity of Nauru	
content	information and experiences that are directed toward an end-user or audience.
island nation	state whose primary territory consists of one or more islands or parts of islands.
transport phenomena	exchange of mass, energy, and momentum between observed and studied systems.
federal state	state consisting of a union of partially self-governing states or territories, united by a central (federal) government that exercizes directly on them its sovereign power.
real or complex vector space	
multiset	mathematical set with repetitions allowed.
freely redistributable software	software that anyone is free to redistribute.
optical instrument	scientific instrument using light waves for image viewing.
spring	water source.
grande école	French institutions of higher education.
game of chance	game whose outcome is mainly determined by random events.
military service	performing the service in the armed forces of a state.
G	unit of mass 1/1000th of a kilogram.
missile	self-propelled guided weapon system.
private educational institution	educational institution not primarily funded by public means.
visual artwork	work of art that is primarily visual.
public educational institution	educational institution whose programs and activities are operated by publicly elected or appointed school officials and which is supported primarily by public funds.
group	musical ensemble which performs music.
city in Ukraine	as an administrative entity.
unmanned spacecraft	spacecraft without people on board, used for robotic spaceflight.
nation	community of people who share a common language, culture, ethnicity, descent, or history.
speech	capacity to communicate using signs, such as words or gestures.
local public entity	local government in Japan.
metropolitan area	region consisting of a densely populated urban core and its less-populated but economically-linked surroundings.
telephone call	connection over a telephone network between the called party and the calling party.
history	past events and their tracks or records, studied by various branches of human sciences of history.
buckle	mechanical device for fastening two loose ends.
camp	supervised program for children or teenagers conducted during the summer months.
astronomical instrument	instrument used in astronomy.
language variety	specific form of a language or language cluster.
absorbed or reflected object light	light.
comedy	genre of dramatic works intended to be humorous.
heat engine	system that performs the conversion of heat or thermal energy to mechanical work.
solution	homogeneous mixture composed of only one phase.
educational institution	institution that provides education.
army	federal service academy in West Point, New York, United States.
river	larger natural watercourse.
class or metaclass of Wikidata ontology	classes or higher order classes of elements as used in Wikidata's ontology.
currency	generally accepted medium of exchange for goods or services.
ternary function	function that takes three inputs.
aircraft lift class	aircraft class defined by the method of lift generation.
Greek deity	
election	process by which a population chooses an individual to hold public office.
treaty	express agreement under international law entered into by actors in international law.
technical term	word or expression with a technical definition.
glacial landform	landforms created by the action of glaciers.
fourth-level administrative country subdivision	administrative division subordinate to or under administration of a third-level division.
Olympic Games	major international sport event.
college	higher education institution.
national tennis team	tennis team that represents a country in international competitions.
state or territory of India	
ancient city	city in historical records.
reclaimed land	land built up artificially from the water.
series of specified number of works	ordered set of a given number of creative works.
sailing ship	large wind-powered water vessel.
string	sequence of characters, data type.
international organization	organization with an international membership, scope, or presence.
habit	state characterized by compulsive engagement in rewarding stimuli despite adverse consequences.
privacy software	software built to protect the privacy of its users.
territorial collectivity of France	French public person using its competences autonomously over a particular territory: commune, department, region, overseas collectivity, or territorial collectivity with specific status.
rights	fundamental legal, social, or ethical principles of freedom or entitlement according to some legal system, social convention, or ethical theory.
burial or funerary  structures	
educational organization	body with an aim of education.
social media	interaction among people in which they create, share, and/or exchange information and ideas in virtual communities and networks.
administrative territorial entity of the Netherlands	
library	institution charged with the care of a collection of literary, musical, artistic, or reference materials, such as books, manuscripts, recordings, or films.
state	organised community living under a system of government; either a sovereign state, constituent state, or federated state.
small Solar System body	object in the Solar System that is neither a planet, nor a dwarf planet, nor a satellite.
carbonyl compound	any chemical compound with a carbonyl group.
slogan	short sentence expressing a motivation.
comune of Italy	municipal divisions of Italy.
constructed language	language whose phonology, grammar, and vocabulary have been consciously devised for human or human-like communication.
declaration	published declaration of principles and intentions of an individual or group.
digital distribution platform	platform for distributing and managing software.
historical source	texts, objects or facts from which knowledge of the past can be obtained.
macroregion	geopolitical subdivision.
urban area in Nordic countries	statistical territorial entity in Nordic countries.
drainage basin	area of land where precipitation collects and drains off into a common outlet, such as into a river, bay, or other body of water.
open-access repository	freely accessible repository of research publications and data.
Wikimedia disambiguation page	Wikimedia page that lists different meanings for the same string.
integrated municipality	type of municipality in Germany, Austria and Switzerland.
administrative territorial entity of Iran	
vocational university	institution of higher education and sometimes research, which provides tertiary and sometimes quaternary education and grants professional academic degrees.
superior planet	planet in the Solar System beyond the orbit of the Earth.
angel in Islam	view on angels in Islamic tradition.
musical ensemble consisting solely of singers	musical ensemble.
digital newspaper	digital version of a printed newspaper.
landmass	contiguous area of land surrounded by ocean; large continuous area of land, either surrounded by sea or contiguous with another landmass.
synthetic language	language with a high morpheme-per-word ratio, as opposed to a low morpheme-per-word ratio in what is described as an analytic language.
code	name that identifies either a unique object or a unique class of objects.
phrase	combination of words that has a figurative meaning.
chirality	peer-reviewed scientific journal.
electricity	physical phenomena associated with the presence and flow of electric charge.
special library	specialized library providing resources on a particular topic or discipline.
thermodynamic state	state of a thermodynamic system at some point in time; variables/properties comprising the state.
television award	award for excellence of television achievements.
industry	group of companies that produce similar products or services.
essential medicine	drug that satisfies the health care needs of the majority of the population.
metal bridge	Wikimedia disambiguation page.
biotope	area of uniform environmental conditions providing a living place for a specific assemblage of plants and animals; the subject of a biotope is a biocoenosis or biological community.
municipality of Spain	administrative territorial entity of Spain.
manuscript	document written by hand.
historical country	country, state or territory that once existed.
supernatural being in a work of fiction	supernatural being appearing in a work of fiction without claim to truth.
mixed-use development	development which blends a combination of residential, commercial, cultural, institutional, or industrial uses.
biological database	database of biological information.
group of works	any set of works.
fictional entity	entity that only exists in a work of fiction.
drinking establishment	business whose primary function is the serving of alcoholic beverages for consumption on the premises.
through station	railway station where trains can enter and exit from multiple ends.
motto	short sentence expressing a motivation.
offense	unlawful act forbidden and punishable by criminal law.
archangel	city in the northwest of Russia.
personal computer	electronic device that stores and processes data according to a guide list.
role	set of behaviours, rights, obligations, beliefs, and norms expected from an individual that has a certain social status.
content format	format used to store media (audio/video/subtitles/etc.) within a file or container format.
polyglot	person who has mastered many languages.
Wikimedia internal item	instances of this page are about some Wikimedia-only content and should not refer to real world entities.
operating system	software that manages computer hardware resources.
fifth-level administrative country subdivision	Subordinate administrative division directly to a fourth level or under its administration.
shoreline indentation	
sulfur molecular entity	Interacting selectively and non-covalently with a sulfur compound..
Segment of arterial tree organ	
inauguration	formal ceremony to mark the beginning of a major public leader's term of office, or official opening or beginning of an institution or structure.
hydraulic structure	scientific article published in Nature.
external risk	risks that are generally uncontrollable by the first party, or produced by a non-human source and beyond human control.
health crisis	difficult situation or complex health system that affects humans in one or more geographic areas.
moral quality	quality of an agent with respect to morality.
television channel	channel over which a television station is distributed.
cultural property	physical constituents of the cultural heritage.
homopolysaccharide  Homopolysaccharides are polysaccharides composed of a single type of sugar monomer.	
historical period	segment of time in history.
album	collection of recorded music, words, sounds.
cardinality	measure of the “number of elements of the set”, either as a cardinal number or as the equivalence class of sets admitting bijections to this set.
disease outbreak	sudden increase in occurrences of a disease in a particular time and place.
murder	unlawful killing of a human with malice aforethought.
academic journal	peer-reviewed periodical relating to a particular academic discipline.
heritage site	general term for a site of cultural heritage for a specific country (please avoid as a P31 value except for large sites containing multiple entities).
school of thought	group of people sharing common outlook on an academic issue or field.
microorganism	microscopic living organism.
temporary exhibition	organized presentation and display of a selection of items or pictures, with an expected end date.
creative work season	set of creative works.
confraternity	generally a Roman Catholic or Orthodox voluntary association of lay people.
Anglican church	church building in the Anglican Communion.
chairperson	leading or presiding officer of an organized group such as a board, committee, or deliberative assembly.
superhuman	2008 single by Chris Brown.
game	electronic game that involves interaction with a user interface to generate visual feedback on a video device such as a TV screen or computer monitor.
funny animal	animal with human traits.
plant organ	part of a plant.
presidential campaign	type of political campaign.
non-working day	a day in which most work stops; a weekend day or a public holiday.
Olympic award	any of the awards or medals granted by the International Olympic Comittee.
oxoacid	chemical compound containing oxygen atom, one or more atoms of another element and a hydrogen atom bonded to an oxygen atom; such compound can also form a conjugated base by removing the proton (H⁺).
religious occupation	occupation or profession that serves a purpose within the context of a religion.
Esperanto meeting	
language device	
saturated compound	chemical compound with single bonds only.
unfinished creative work	creative work that has not been finished.
multinational corporation	corporation operating in multiple countries.
code of law	integrated piece of legislation that aims to exhaustively cover an area of law.
dog	domestic animal.
broadcasting program	segment of content for broadcast.
vein	blood vessels that carry deoxygenated blood towards the heart, with the exception of the pulmonary vein.
literary character	fictional character appearing in written works.
historical geographic location	countries known in remote history (as Byzantium) or former names of countries reflecting political changes in the 19th or 20th century (as East Germany).
non-Copyfree software license	licenses not approved by Copyfree Initiative and does not comply with the definition of copyfree.
constituent state	state that makes up a part of a larger political entity.
group or class of proteins	any class, set, or group of proteins; proteins need not be related.
blood vessel	a tubular structure which carries blood.
bibliography	academic discipline that studies books.
Lagrangian point	one of five positions in an orbital configuration of two large bodies where a small object can maintain a stable relative position.
carbohydrate binding proteins	group of proteins.
style	visual appearance of a creative work, shared with other works of the same movement or school.
former administrative territorial entity	administrative division which is no longer in use.
non-standard positional numeral system	
series of creative works	ordered set of creative works.
air carrier	company which transports passengers and cargo by aircraft.
flying machine	machine that can fly, including aircraft, spacecraft, rocket, missile.
public collection	publicly accessible collection of works.
complex number	number that can be put in the form a + bi, where a and b are real numbers and i is called the imaginary unit.
sports website	website related to sports.
flow of matter and energy	flow of matter.
reward program	
online database	database accessible from a network, including from the Internet.
ammunition	general term for a wide range of weapon items such as bombs, missiles, mines and projectiles.
hypothetical entity	entity whose existence is possible, but not proven.
emotional and behavioral disorders	broad class of mental disorder.
dwarf star	star of relatively small size and low luminosity.
aircraft function-lift class	aircraft class defined by design function and method of lift generation.
delict	action against the law, subject to punishment.
syndrome	set of medical signs and symptoms which are correlated with each other and often clinically associated with a particular disease or disorder.
phone	portable device to make telephone calls using a radio link.
transport aircraft	aircraft class designed for carrying passengers and cargo.
workplace	physical location where someone works.
departamento	the second level of Argentine geographical administration.
entertainment software	type of software.
volcano	natural, surface vent or fissure usually in a mountainous form.
record	preserved information.
trait	particular psychological characteristic of an individual.
evolution	change in the inherited characteristics of biological populations over successive generations.
dam failure	Catastrophic failure of dam barrier by uncontrolled release of water.
hydride	any chemical compound having a hydrogen atom bonded to a more electropositive element or groups.
administrative territorial entity of Sweden	
crater	constellation in the southern celestial hemisphere.
concrete bridge	print in the National Gallery of Art (NGA 173624).
tabletop game	game played on a flat surface.
propaganda	form of communication intended to sway the audience through presenting only one side of the argument.
public enterprise	business organization wholly or partly owned by a government and controlled through a public authority.
information services	services provided by libraries, information institutions or other organizations for the purpose of conveying information.
object aggregation	data process.
premise	statement that an argument claims will induce or justify a conclusion.
crosslink page	use to lists articles associated with similar concepts.
processor	class of electronic units for electronic data processings.
administrative territorial entity of Mexico	human settlement.
government organization	organization administrated by a government authority or agency.
zone	area of land under the jurisdiction.
ruler	person who reigns over a certain region or country.
state religion	religious body or creed officially endorsed by the state.
astronomy classification	classification systems used in astronomy.
independent city of Germany	city or town in Germany that does not form part of another general-purpose local government entity.
task	activity that needs to be accomplished within a defined period of time.
measuring instrument	device for measuring a physical quantity.
clothing material	material used for clothing.
Waka (Poetry)	
corruption scandal	scandal which is about alleged corruption.
sports season	season of a sports league or competition, generally a specific one year period.
subset	set A is a subset of a set B, or equivalently B is a superset of A, if A is "contained" inside B, that is, all elements of A are also elements of B. A and B may coincide.
Sunni Islam	denomination of Islam.
game franchise	multiple video games marketed under the same series name.
key event	class of items used with property 'key event' (P793).
transport company	organization involved in transport for commercial purposes.
mathematical notation	system of symbolic representations of mathematical objects and ideas.
substance	substance that can occur in different amounts, all with some similar [mixture of some] characteristics, and of which objects can be made up.
tram system	system of railway tracks using tramcars to facilitate public transport.
policy	principle or protocol to guide decisions and achieve rational outcomes.
natural watercourse	river or stream of any size.
Q42104541	
unit of volume	unit of measurement.
residential building	building mainly used for residential purposes.
association football team	sports team that plays association football.
season	season of a sports league or competition, generally a specific one year period.
administrative territorial entity of Palestine	
source-available software	software licensed to ensure access to source code.
military unit size class	military unit classification defined by the number of subordinate units, equipment, and personnel.
star	astronomical object consisting of a luminous spheroid of plasma held together by its own gravity.
Mesoregion (geography)	
political party	organization that seeks to influence government policy and actions.
public institution of the United States	
book	medium for recording information in the form of writing or images.
polytope	geometric object with flat sides.
political conference	meetings of political office holders to debate certain topics.
nth root	function.
astronomical radio source	object in outer space that emits strong radio waves.
animal shelter	building where domesticated animals are housed.
hydrogen compound	any chemical compound having at least one atom of hydrogen.
play	recreational activity.
system software	computer software that provides a platform for running application software.
state decoration	Wikimedia list article.
physical state	describes the current properties of a physical system.
biological region	sequence region defined by its disposition to be involved in a biological process.
initiative	means by which a petition signed by a certain minimum number of registered voters can force a public vote.
armed conflict	conflict including violence where at least one of the acting groups is a state.
volcanic landform	landform of volcanic origin.
fictional activity	activity appearing only in fictional stories.
autonomous community of Spain	first-level political and administrative division of Spain.
extrasolar planet	any planet beyond the Solar System.
astronomical interferometer	array of separate telescopes, mirror segments, or radio telescope antennas that work together as a single telescope.
Common Germanic deities	List article.
federal holiday	federal holiday recognized by the Government of the USA.
Überrest	term from the German historical scholarship: a "inadvertently" produced source.
university system	set of multiple, affiliated universities and colleges that are usually geographically distributed.
advertising	form of communication for marketing, typically paid for.
square-free integer	integer that cannot be divided by a square number..
episode	part of a work such as a serial television or radio drama.
community	community of any size, in which people live.
city of California	type of political division of California.
conflagration	large and destructive fire that threatens human life, animal life, health, and/or property.
oligarchy	power structure.
online service	product or service provided on the Internet.
expedition	discovery or research trip to a remote or undeveloped region.
integer	number that can be written without a fractional or decimal component.
reaction intermediate	molecular entity that is formed from the reactants (or preceding intermediates) and reacts further to give the directly observed products of a chemical reaction.
religious experience	Experience which has a strong, mystical character and a lasting impact on the subject.
conceptual model	representation of a system, made of the composition of concepts.
character encoding	system using a prescribed set of digital values to represent textual characters.
pitch class	scientific article.
administrative territorial entity of the German Democratic Republic	
government building	building built for and by the government, such as a town hall.
record label	brand and trademark associated with the marketing of music recordings and music videos.
data type	classification of data in computer science.
collaborative cataloging	shared action of a group making bibliographic records available to its participants in order to prevent duplication of bibliographic records.
ethnonym	name of an ethnic group.
U.S. state court	court of a U.S. state.
cultural area	aspects of culture associated with an ethnolinguistic group and the territory it inhabits.
electoral district of Canada	federal or provincial electoral district in Canada.
thesis	document submitted in support of candidature for an academic degree.
rural area	geographic area that is located outside towns and cities.
merchant vessel	civilian boat or ship that transports cargo or carries passengers for hire.
gender	range of physical, mental, and behavioral characteristics distinguishing between masculinity and femininity.
cause of death	specific disease or injury resulting in a human's death, which may be recorded on a death certificate.
presidential election	election of any head of state whose official title is President.
F type	asteroid spectral type; relatively uncommon type of carbonaceous asteroid.
valley	low area between hills, often with a river running through it.
real vector space	vector space over the field of real numbers.
realm of the dead	depiction of an afterworld.
number sequence	
myth	type of traditional narrative.
device	physical components of a computer.
railway company	entity that operates a railroad track and/or trains.
academic institution	educational institution dedicated to education and research.
trade name	name which a business trades under for commercial purposes.
lower house	chamber of a bicameral legislature.
feature film	film with a full-length running time.
prose	form of language which applies ordinary grammatical structure and natural flow of speech.
development stage of animal	stage in which an animal can be in terms of its development.
administrative territorial entity of the Czech Republic	
political archive	archive in Bochum. Germany.
Wikidata internal entity	instance of this page are about some Wikidata-only content and should not refer to real world entities.
transport terminal	
fictional astronomical object	astronomical object that exists only in fiction and not in reality.
telephone number	unique sequence of digits assigned to a telephone subscription.
unitary authority	local government body that covers two levels of government.
locality	place of human settlement.
innovation	application of better solutions that meet new requirements, inarticulated needs, or existing market needs.
chain	retail outlets that share a brand and central management, and usually have standardized business methods and practices.
license	set of permissions to use something.
enclave or exclave	geographic descriptions of territories.
four-masted ship	sailship with four masts.
Fleet	formation of warships.
transborder entity	entity spanning two or more countries over a border.
Wikimedia list article	page of a Wikimedia project with a list of something.
food	any substance consumed to provide nutritional support for the body; form of energy stored in chemical.
former municipality	municipality that no longer exists.
river god	god for a river.
ancient Greek temple	structures built to house deity statues within Greek sanctuaries.
dot-com company	type of company.
ferrous alloy	class of iron alloys.
administrative territorial entity of the Russian Soviet Federative Socialist Republic	
French independent administrative authority	independent administrative organism in France.
historical administrative division	administrative division which existed in the past, that may or may not still exist.  (Use subclass Q19953632 for divisions which no longer exist)..
military rank	element of hierarchy in armed forces.
thickener	substance used to increase viscosity of a liquid.
storm	any disturbed state of an astronomical body's atmosphere.
newscast	regularly scheduled radio or television program.
leader	journalism genre.
island	sovereign state in Northern Europe, situated on an island in the far North Atlantic Ocean.
ghost town	city depopulated of inhabitants and that stays practically intact.
diminutive	word modified to convey a slighter degree of its root meaning.
affine space	geometric structure that generalizes the Euclidean space.
saying	short, usually meaningful phrase, such as a maxim, proverb, motto, or adage.
statutory law	written law set down by a legislature or by a legislator.
fluid	liquid object.
lucky symbol	item.
fictional mode of transport	any form of fictional vehicle or fictional system used to transport people or goods from one place to another.
comics character	fictional character in comics.
statement	meaningful declarative sentence that is either true or false, or that which a true or false declarative sentence asserts.
rolling stock class	part of railroad rolling stock classification system.
Nucleic acid sequence	succession of letters that indicate the order of nucleotides within a DNA (using GACT) or RNA (GACU) molecule.
brand	identification for a good or service.
navigational aid	marker that assists a traveler in navigation.
sanctuary	sacred place.
psychopathological syndrome	constellation of signs and symptoms that together make up a recognisable mental disorder.
Japanese TV series	TV series produced in Japan or by Japanese people.
biblical episode	story, narrated in the Bible.
Local Assembly in Japan	
multimedia software	scientific article.
pharmaceutical vehicle	A carrier or inert medium used as a solvent (or diluent) in which the medicinally active agent is formulated and or administered. (dictionary of pharmacy, 1986).
legendary figure	named person or animal that appears in legends that have some claim to be historical.
domestic short-haired cat	cat of mixed ancestry.
major military unit	organizational level unit, usually regiment or larger.
legislature of a constituent state	legislative branch or body of a political subdivision in a federal system or group of constituent countries.
Kreishauptmannschaft	designation for an administrative territorial entity.
moveable bridge	bridge that moves to allow passage, usually of watercraft.
group of cells	biology.
appellate court	court of law empowered to hear an appeal of a trial court or other lower tribunal.
diocese	Christian district or see under the supervision of a bishop.
periodic process	scientific article published in January 2007.
high-rise building	tall building; as opposed to a low-rise building.
handedness	better performance or individual preference for use of a hand.
Greek sea god	The ancient Greeks had numerous sea deities. The philosopher Plato once remarked that the Greek people were like frogs sitting around a pond—their many cities hugging close to the Mediterranean coastline from the Hellenic homeland to Asia Minor, Libya, Sicily, and southern Italy. Thus, they venerated a rich variety of aquatic divinities. The range of Greek sea gods of the classical era range from primordial powers and an Olympian on the one hand, to heroized mortals, chthonic nymphs, trickster-figures, and monsters on the other.
weapon testing	experiments carried out to confirm the validity of a weapon concept.
Elections in Spain	the different electoral processes in Spain.
collective	group of entities sharing interest.
geographic direction	
watercraft type	classification for any kind of watercraft.
WEC race	
military	organized body primarily tasked with preparing for and conducting war.
residential community	community composed mostly of residents, as opposed to commercial businesses and/or industrial facilities.
demigod	mortal who is the offspring of a god and a human being in mythology (for demigods from works of fiction see Q64767588).
mitochondrial DNA haplogroup	scientific article.
sexuality	sexual behaviours of humans.
seat	piece of furniture for sitting on.
philosophical school	school of thought within philosophy.
fatty acid	carboxylic acid with a long aliphatic chain, either saturated or unsaturated.
rural district of Germany	
infectious disease	disease caused by infection of pathogenic biological agents in a host organism.
service on internet	technical ability afforded by the internet.
organization established by the United Nations	one of the several organizations established by the United Nations.
motif	in the visual arts, individual design element, alone or combined to produce a pattern.
online store	place on the Internet where things can be purchased.
steamship	type of steam powered vessel.
text	object that can be "read" by reader; result of writing.
Banach manifold	manifold modeled on Banach spaces;topological space in which each point has a neighbourhood homeomorphic to an open set in a Banach space. Banach manifolds are one possibility of extending manifolds to infinite dimensions..
congenital abnormality	type of congenital disorder.
Christian religious occupation	
submarine power cable	transmission cable for carrying electric power below the surface of the water.
human behaviour	array of every physical action and observable emotion associated with humans.
symptom	departure from normal function or feeling which is noticed by a patient, reflecting the presence of an unusual state, or of a disease; subjective, observed by the patient, cannot be measured directly.
payment system	system for making and processing payments.
benzoate	chemical compound.
administrative territorial entity of Argentina	
MediaWiki encyclopedia	
integer sequence	ordered succession of integers, defined by a formula, recurrence, or property of its members.
chocolate-based food	
discussion	conversation between two or more people in which they express their point of view on a choosen theme.
hypothetical scientific object	object of science.
measurement tool	scientific article.
law	system of rules and guidelines, generally backed by governmental authority.
working ship	ship type that primarily does work at sea, rather than as transport.
location	point or an area on the Earth's surface or elsewhere.
art style	visual appearance of a creative work, shared with other works of the same movement or school.
knowledge organization system	generic term used in knowledge organization about authority files, classification schemes, thesauri, topic maps, ontologies etc..
