type_id	dbo:BasketballLeague	dbo:SportsLeague	dbo:NaturalEvent	dbo:Event	dbo:Province	dbo:GovernmentalAdministrativeRegion	dbo:LunarCrater	dbo:Crater	dbo:MotorsportSeason	dbo:SportsSeason	dbo:MilitaryPerson	dbo:Person	dbo:TimePeriod	owl:Thing	dbo:AutomobileEngine	dbo:Engine	dbo:Archeologist	dbo:Enzyme	dbo:Biomolecule	dbo:SongWriter	dbo:Writer	dbo:Square	dbo:ArchitecturalStructure	dbo:University	dbo:EducationalInstitution	dbo:AnatomicalStructure	dbo:TelevisionShow	dbo:Work	dbo:LaunchPad	dbo:Infrastructure	dbo:CyclingLeague	dbo:Territory	dbo:PopulatedPlace	dbo:CurlingLeague	dbo:GatedCommunity	dbo:MusicFestival	dbo:SocietalEvent	dbo:Tax	dbo:TopicalConcept	dbo:Racecourse	dbo:RaceTrack	dbo:Dancer	dbo:Artist	dbo:IceHockeyPlayer	dbo:WinterSportPlayer	dbo:PublicTransitSystem	dbo:Organisation	dbo:BloodVessel	dbo:FootballMatch	dbo:SportsEvent	dbo:MouseGeneLocation	dbo:GeneLocation	dbo:MilitaryConflict	dbo:StatedResolution	dbo:WrittenWork	dbo:Tram	dbo:MeanOfTransportation	dbo:FilmFestival	dbo:TheatreDirector	dbo:Beverage	dbo:Food	dbo:SpaceShuttle	dbo:EmployersOrganisation	dbo:Prison	dbo:Building	dbo:Archaea	dbo:Species	dbo:HandballPlayer	dbo:Athlete	dbo:Religious	dbo:Arachnid	dbo:Animal	dbo:Department	dbo:CardinalDirection	dbo:Painter	dbo:LineOfFashion	dbo:Park	dbo:Place	dbo:CyclingTeam	dbo:SportsTeam	dbo:GrossDomesticProduct	dbo:WaterRide	dbo:AmusementParkAttraction	dbo:MilitaryVehicle	dbo:ArtisticGenre	dbo:Genre	dbo:Cricketer	dbo:FloweringPlant	dbo:Plant	dbo:TelevisionEpisode	dbo:Baronet	dbo:BritishRoyalty	dbo:Canton	dbo:Gnetophytes	dbo:Jockey	dbo:ScientificConcept	dbo:Soccer	dbo:TeamSport	dbo:SportCompetitionResult	dbo:Tower	dbo:Protein	dbo:HumanGeneLocation	dbo:SpeedwayTeam	dbo:ChristianPatriarch	dbo:Cleric	dbo:GovernmentType	dbo:Type	dbo:Town	dbo:Settlement	dbo:RomanEmperor	dbo:ReligiousBuilding	dbo:MotorcycleRider	dbo:MotorsportRacer	dbo:ClericalAdministrativeRegion	dbo:AdministrativeRegion	dbo:BusCompany	dbo:Company	dbo:PowerStation	dbo:Engineer	dbo:Birth	dbo:PersonalEvent	dbo:Name	dbo:SumoWrestler	dbo:Wrestler	dbo:InternationalOrganisation	dbo:HighDiver	dbo:FormulaOneRacer	dbo:RacingDriver	dbo:Conifer	dbo:SpeedwayLeague	dbo:Instrumentalist	dbo:MusicalArtist	dbo:Farmer	dbo:HistoricalSettlement	dbo:VideogamesLeague	dbo:CricketGround	dbo:SportFacility	dbo:DTMRacer	dbo:HistoricalDistrict	dbo:District	dbo:Locomotive	dbo:MotocycleRacer	dbo:GolfTournament	dbo:Tournament	dbo:Treaty	dbo:MotorcycleRacingLeague	dbo:Sales	dbo:Activity	dbo:AdultActor	dbo:Actor	dbo:GridironFootballPlayer	dbo:Device	dbo:ChristianDoctrine	dbo:TheologicalConcept	dbo:Area	dbo:NationalAnthem	dbo:MusicalWork	dbo:SoccerLeague	dbo:AcademicConference	dbo:Biathlete	dbo:Rebellion	dbo:TeamMember	dbo:RoadJunction	dbo:RouteOfTransportation	dbo:Treadmill	dbo:Mill	dbo:Brain	dbo:ProtohistoricalPeriod	dbo:WomensTennisAssociationTournament	dbo:BusinessPerson	dbo:Lipid	dbo:VolleyballCoach	dbo:Coach	dbo:Capital	dbo:City	dbo:Producer	dbo:Software	dbo:Opera	dbo:LacrossePlayer	dbo:ControlledDesignationOfOriginWine	dbo:Wine	dbo:Fort	dbo:MilitaryStructure	dbo:President	dbo:Politician	dbo:TennisPlayer	dbo:CoalPit	dbo:Mine	dbo:PoliticalConcept	dbo:DigitalCamera	dbo:Camera	dbo:Band	dbo:Group	dbo:Regency	dbo:Country	dbo:BullFighter	dbo:Fencer	dbo:HorseRace	dbo:Race	dbo:Fish	dbo:Magazine	dbo:PeriodicalLiterature	dbo:Galaxy	dbo:CelestialBody	dbo:Manhwa	dbo:Comic	dbo:OrganisationMember	dbo:TelevisionSeason	dbo:Case	dbo:UnitOfWork	dbo:Taxon	dbo:LawFirm	dbo:MotorRace	dbo:WaterwayTunnel	dbo:Ocean	dbo:BodyOfWater	dbo:Airport	dbo:Boxer	dbo:Fern	dbo:NarutoCharacter	dbo:FictionalCharacter	dbo:SoccerPlayer	dbo:Fashion	dbo:Island	dbo:Openswarm	dbo:Swarm	dbo:NaturalPlace	dbo:GraveMonument	dbo:Monument	dbo:SoapCharacter	dbo:Agglomeration	dbo:CollegeCoach	dbo:HumanGene	dbo:Gene	dbo:Muscle	dbo:InformationAppliance	dbo:Psychologist	dbo:Stream	dbo:RecordOffice	dbo:Non-ProfitOrganisation	dbo:SportsManager	dbo:Surfer	dbo:Hospital	dbo:HotSpring	dbo:Law	dbo:Chef	dbo:Philosopher	dbo:SystemOfLaw	dbo:BiologicalDatabase	dbo:Database	dbo:Church	dbo:Tunnel	dbo:Rower	dbo:Ginkgo	dbo:Valley	dbo:Automobile	dbo:Ideology	dbo:SupremeCourtOfTheUnitedStatesCase	dbo:LegalCase	dbo:Standard	dbo:Sport	dbo:Community	dbo:CanadianFootballTeam	dbo:RadioStation	dbo:Broadcaster	dbo:Death	dbo:SoccerManager	dbo:Poem	dbo:Comedian	dbo:ComicsCreator	dbo:Monarch	dbo:Road	dbo:TramStation	dbo:Station	dbo:PhilosophicalConcept	dbo:PlayboyPlaymate	dbo:TelevisionPersonality	dbo:Volcano	dbo:Newspaper	dbo:AmericanFootballPlayer	dbo:AcademicJournal	dbo:TableTennisPlayer	dbo:Artwork	dbo:VolleyballPlayer	dbo:Sea	dbo:BeautyQueen	dbo:School	dbo:Region	dbo:LightNovel	dbo:Novel	dbo:SiteOfSpecialScientificInterest	dbo:SnookerPlayer	dbo:IceHockeyLeague	dbo:PersonFunction	dbo:Entomologist	dbo:Scientist	dbo:PoliticalParty	dbo:Presenter	dbo:Watermill	dbo:ChartsPlacements	dbo:EthnicGroup	dbo:InternationalFootballLeagueEvent	dbo:BaseballTeam	dbo:Holiday	dbo:Insect	dbo:Mineral	dbo:ChemicalSubstance	dbo:SoccerClubSeason	dbo:SportsTeamSeason	dbo:Annotation	dbo:Mosque	dbo:NationalCollegiateAthleticAssociationAthlete	dbo:Referee	dbo:Reptile	dbo:Satellite	dbo:CanadianFootballPlayer	dbo:GovernmentAgency	dbo:Flag	dbo:RallyDriver	dbo:Bacteria	dbo:ArcherPlayer	dbo:Cardinal	dbo:Mollusca	dbo:Stadium	dbo:NationalSoccerClub	dbo:SoccerClub	dbo:GovernmentCabinet	dbo:Museum	dbo:FigureSkater	dbo:Horse	dbo:Mammal	dbo:Manga	dbo:College	dbo:NascarDriver	dbo:Vein	dbo:Eukaryote	dbo:Film	dbo:ConcentrationCamp	dbo:WaterPoloPlayer	dbo:SkiArea	dbo:Guitar	dbo:Instrument	dbo:Vicar	dbo:NordicCombined	dbo:Swimmer	dbo:Fiefdom	dbo:HistoricalAreaOfAuthority	dbo:PrimeMinister	dbo:Creek	dbo:Colour	dbo:Escalator	dbo:On-SiteTransportation	dbo:Factory	dbo:ConveyorSystem	dbo:SnookerChamp	dbo:Ambassador	dbo:Parliament	dbo:MovingWalkway	dbo:SnookerWorldRanking	dbo:Venue	dbo:RadioProgram	dbo:Royalty	dbo:Biologist	dbo:Desert	dbo:BasketballTeam	dbo:ScreenWriter	dbo:Lawyer	dbo:Planet	dbo:SpeedSkater	dbo:Deputy	dbo:MovieDirector	dbo:Family	dbo:Agent	dbo:Gate	dbo:YearInSpaceflight	dbo:Shrine	dbo:Vodka	dbo:Population	dbo:Village	dbo:Theatre	dbo:Drama	dbo:ProtectedArea	dbo:PenaltyShootOut	dbo:RocketEngine	dbo:Canal	dbo:Employer	dbo:MusicGenre	dbo:Year	dbo:Priest	dbo:Congressman	dbo:MusicComposer	dbo:BackScene	dbo:Nerve	dbo:ComicStrip	dbo:SambaSchool	dbo:Hotel	dbo:FashionDesigner	dbo:Library	dbo:Organ	dbo:Profession	dbo:Model	dbo:Ligament	dbo:BobsleighAthlete	dbo:CityDistrict	dbo:Winery	dbo:NationalFootballLeagueEvent	dbo:RecordLabel	dbo:MetroStation	dbo:VoiceActor	dbo:Olympics	dbo:Attack	dbo:Cat	dbo:CanadianFootballLeague	dbo:PrehistoricalPeriod	dbo:Brewery	dbo:Song	dbo:MathematicalConcept	dbo:SportsClub	dbo:Play	dbo:CapitalOfRegion	dbo:Album	dbo:Ratio	dbo:Relationship	dbo:ComedyGroup	dbo:AthleticsPlayer	dbo:File	dbo:Document	dbo:Meeting	dbo:Sculpture	dbo:NuclearPowerStation	dbo:SubMunicipality	dbo:Deanery	dbo:Airline	dbo:VolleyballLeague	dbo:Media	dbo:Cape	dbo:GrandPrix	dbo:MountainPass	dbo:Glacier	dbo:Rocket	dbo:Blazon	dbo:Aristocrat	dbo:Bird	dbo:GolfPlayer	dbo:BowlingLeague	dbo:Saint	dbo:HistoricalPeriod	dbo:SquashPlayer	dbo:PokerPlayer	dbo:Altitude	dbo:TrainCarriage	dbo:Article	dbo:Anime	dbo:Cartoon	dbo:Book	dbo:Language	dbo:Restaurant	dbo:GeologicalPeriod	dbo:OldTerritory	dbo:CollectionOfValuables	dbo:Diocese	dbo:Game	dbo:Legislature	dbo:MovieGenre	dbo:Egyptologist	dbo:Amphibian	dbo:GolfLeague	dbo:Pyramid	dbo:CareerStation	dbo:Skyscraper	dbo:ClericalOrder	dbo:ReligiousOrganisation	dbo:WindMotor	dbo:LifeCycleEvent	dbo:Drug	dbo:Train	dbo:Reference	dbo:Windmill	dbo:BoardGame	dbo:BadmintonPlayer	dbo:Currency	dbo:ProgrammingLanguage	dbo:ChessPlayer	dbo:RugbyPlayer	dbo:DartsPlayer	dbo:Architect	dbo:Globularswarm	dbo:HandballLeague	dbo:Dog	dbo:PoliticalFunction	dbo:ElectricalSubstation	dbo:Atoll	dbo:Motorcycle	dbo:Divorce	dbo:Port	dbo:NetballPlayer	dbo:Statistic	dbo:Prefecture	dbo:SpaceMission	dbo:RailwayLine	dbo:Sound	dbo:CyclingCompetition	dbo:Street	dbo:Monastery	dbo:RailwayTunnel	dbo:CardGame	dbo:Senator	dbo:ChemicalElement	dbo:Diploma	dbo:GivenName	dbo:Artery	dbo:Bay	dbo:FieldHockeyLeague	dbo:Archipelago	dbo:Competition	dbo:TennisTournament	dbo:Synagogue	dbo:Project	dbo:FootballLeagueSeason	dbo:Judge	dbo:Ship	dbo:Award	dbo:Cemetery	dbo:FormerMunicipality	dbo:Municipality	dbo:MartialArtist	dbo:HollywoodCartoon	dbo:Earthquake	dbo:Musical	dbo:BeachVolleyballPlayer	dbo:NCAATeamSeason	dbo:Star	dbo:InlineHockeyLeague	dbo:EurovisionSongContestEntry	dbo:Parish	dbo:AmateurBoxer	dbo:BrownDwarf	dbo:Bone	dbo:BoxingStyle	dbo:Boxing	dbo:Polysaccharide	dbo:Economist	dbo:HorseRiding	dbo:Convention	dbo:DocumentType	dbo:SpeedwayRider	dbo:Gymnast	dbo:ShoppingMall	dbo:Journalist	dbo:Hormone	dbo:Painting	dbo:OlympicResult	dbo:SportsTeamMember	dbo:MilitaryUnit	dbo:PublicService	dbo:AnimangaCharacter	dbo:ComicsCharacter	dbo:SoccerTournament	dbo:Disease	dbo:LiteraryGenre	dbo:Grape	dbo:HistoricBuilding	dbo:HorseTrainer	dbo:Canoeist	dbo:GeopoliticalOrganisation	dbo:MouseGene	dbo:GrossDomesticProductPerCapita	dbo:ElectionDiagram	dbo:Quote	dbo:Orphan	dbo:AmericanFootballTeam	dbo:StillImage	dbo:Image	dbo:GaelicGamesPlayer	dbo:Skater	dbo:Curler	dbo:Garden	dbo:ClassicalMusicArtist	dbo:Professor	dbo:VicePresident	dbo:BaseballLeague	dbo:HistoricalProvince	dbo:SpaceStation	dbo:Constellation	dbo:Skier	dbo:PoliticianSpouse	dbo:UndergroundJournal	dbo:PaintballLeague	dbo:ClubMoss	dbo:ClassicalMusicComposition	dbo:HockeyClub	dbo:Beach	dbo:LacrosseLeague	dbo:SerialKiller	dbo:Murderer	dbo:OlympicEvent	dbo:ArtistDiscography	dbo:Abbey	dbo:Demographics	dbo:FormulaOneRacing	dbo:Linguist	dbo:Sculptor	dbo:Pope	dbo:ChemicalCompound	dbo:Beer	dbo:PeriodOfArtisticStyle	dbo:OverseasDepartment	dbo:AustralianFootballTeam	dbo:Dike	dbo:Intercommunality	dbo:NobleFamily	dbo:WorldHeritageSite	dbo:Ski_jumper	dbo:Arrondissement	dbo:AmericanFootballLeague	dbo:AustralianFootballLeague	dbo:BroadcastNetwork	dbo:NobelPrize	dbo:Marriage	dbo:HockeyTeam	dbo:Criminal	dbo:Decoration	dbo:WrestlingEvent	dbo:Bridge	dbo:Mountain	dbo:RollerCoaster	dbo:CyclingRace	dbo:TrackList	dbo:List	dbo:Archive	dbo:Lock	dbo:Cave	dbo:HandballTeam	dbo:Humorist	dbo:Website	dbo:Lymph	dbo:TelevisionDirector	dbo:ResearchProject	dbo:Locality	dbo:Continent	dbo:Singer	dbo:BaseballSeason	dbo:CricketTeam	dbo:MemberResistanceMovement	dbo:MilitaryAircraft	dbo:Aircraft	dbo:Arena	dbo:SoccerLeagueSeason	dbo:DisneyCharacter	dbo:Surname	dbo:Medicine	dbo:Election	dbo:MobilePhone	dbo:BoxingLeague	dbo:DistrictWaterBoard	dbo:RadioControlledRacingLeague	dbo:Fungus	dbo:HistoricalCountry	dbo:State	dbo:Moss	dbo:TennisLeague	dbo:River	dbo:Temple	dbo:Cheese	dbo:HorseRider	dbo:RestArea	dbo:Embryology	dbo:Unknown	dbo:Publisher	dbo:CrossCountrySkier	dbo:StormSurge	dbo:FillingStation	dbo:MultiVolumePublication	dbo:PlayWright	dbo:BoxingCategory	dbo:FormulaOneTeam	dbo:Resume	dbo:ArtificialSatellite	dbo:GreenAlga	dbo:SkiResort	dbo:Athletics	dbo:Memorial	dbo:BaseballPlayer	dbo:Medician	dbo:RoadTunnel	dbo:NaturalRegion	dbo:NationalFootballLeagueSeason	dbo:Zoo	dbo:CultivatedVariety	dbo:Castle	dbo:VicePrimeMinister	dbo:Mayor	dbo:Photographer	dbo:Bank	dbo:GolfCourse	dbo:Dam	dbo:TelevisionStation	dbo:CountrySeat	dbo:Caterer	dbo:Cyclist	dbo:RugbyLeague	dbo:AmericanFootballCoach	dbo:Historian	dbo:Asteroid	dbo:Guitarist	dbo:Weapon	dbo:Polyhedron	dbo:Lake	dbo:Lieutenant	dbo:Host	dbo:Celebrity	dbo:Letter	dbo:AcademicSubject	dbo:Noble	dbo:Lighthouse	dbo:MicroRegion	dbo:MemberOfParliament	dbo:RouteStop	dbo:WineRegion	dbo:SolarEclipse	dbo:Forest	dbo:Deity	dbo:RailwayStation	dbo:Poet	dbo:ChristianBishop	dbo:PoloLeague	dbo:AutoRacingLeague	dbo:HistoricPlace	dbo:Depth	dbo:TelevisionHost	dbo:Manhua	dbo:WaterTower	dbo:MythologicalFigure	dbo:HistoricalRegion	dbo:Astronaut	dbo:MixedMartialArtsLeague	dbo:MovingImage	dbo:TermOfOffice	dbo:HumanDevelopmentIndex	dbo:Bodybuilder	dbo:Single	dbo:SoftballLeague	dbo:Casino	dbo:RaceHorse	dbo:Contest	dbo:Spacecraft	dbo:RadioHost	dbo:MixedMartialArtsEvent	dbo:VideoGame	dbo:Governor	dbo:TradeUnion	dbo:OfficeHolder	dbo:CricketLeague	dbo:RugbyClub	dbo:MountainRange	dbo:AustralianRulesFootballPlayer	dbo:BasketballPlayer	dbo:Chancellor	dbo:Crustacean	dbo:MusicDirector	dbo:Cycad
dbo:BasketballLeague	1.0	0.11686670878079596	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0019388578555184087	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0	0.0003628473118898199	0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0.0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0	0	0	0.0	0	0.0	0	0.0	0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0
dbo:SportsLeague	0.11686670878079596	1.0	0.0	0.0	0	0	0	0.0	0.0	3.311916274756574e-05	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	7.716495939194012e-06	0.0006317119393556538	0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.01659033505559806	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	4.735885581004363e-06	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	2.1041999831664002e-05	2.0676621770828593e-06	0	0.0	0.0	0.0	0.0	0.00010079629069650237	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.003790271636133923	0.0	0.0	0	0	0.0006317119393556538	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0	0.004000842282585807	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.4291429774689408	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010079629069650237	0	0.0	0.0	0.0	0.06401347652137292	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	4.490849893342315e-05	0	0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0	0.003104796187684243	0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0.0014739945251631922	0	0.0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0.0	0	0	0	0	0	0.0	0.028005895978100652	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0002105706464518846	0.0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0.0	0.004211412929037693	0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0082122552116235	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.005895978100652769	0	0	0.0	0	0.0	0.00011302627860977677	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004421983575489577	0.0	0	0.0	0	0.0	0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.07054116656138135	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0	0.011581385554853654	0	0.0	0.0	0.0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0.021057064645188462	0.0010528532322594231	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0	0	0	0.0	0	0.0	0	0.0002105706464518846	0	0	0.0	0	0	0.0	0.004000842282585807	0.0	0	0.0	0.0	0	0.0	0	0.0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.12086755106338176	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.006738260686460307	0.0012634238787113076	0.0	0	0.0	0	0	0.0	0	0.0	0.0002105706464518846	0	0	0	0.0	0.0	0.005895978100652769	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021057064645188463	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0
